,Observation ID,Camera,Exposure Identifier,Exposure Time,l,b,Target,Target Type
360,0400230401,MOS1,S001,28.6,355.4,-8.1,SAX J1808.4-3658,"LMXRB QPO, PULSAR AND BURSTS SOFT TRANSIENT"
361,0400230401,PN,S003,16.4,355.4,-8.1,SAX J1808.4-3658,"LMXRB QPO, PULSAR AND BURSTS SOFT TRANSIENT"
362,0099750501,PN,U002,8.2,13.9,10.0,RT SER onaxis,CV CLASSICAL NOVA
363,0301270401,MOS2,S020,18.2,10.7,-0.2,CXOU J180951.0-19435,ANOMALOUS X-RAY PULSAR
364,0748391601,MOS1,S001,38.8,353.8,7.3,MXB 1659-298,X-RAY BINARY
365,0748391601,MOS2,S002,38.8,353.8,7.3,MXB 1659-298,X-RAY BINARY
366,0505530101,PN,U002,22.6,17.0,-1.0,WR 115,WOLF RAYET STAR WN6
367,0790870201,MOS1,S001,27.7,348.7,0.4,HESS J1713-381,ANOMALOUS X-RAY PULSAR
368,0790870201,PN,S003,22.5,348.7,0.4,HESS J1713-381,ANOMALOUS X-RAY PULSAR
369,0720780301,MOS1,S001,20.4,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
370,0720780301,MOS2,S002,22.0,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
371,0412600301,MOS1,S001,19.4,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
372,0412600301,MOS1,U002,13.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
373,0412600301,MOS2,S002,18.9,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
374,0672401338,PN,S003,3.2,14.2,8.6,Fermi Bubble 1,CLUSTER OF GALAXIES
375,0403410101,MOS1,U002,29.6,20.3,2.2,FK Ser,T TAURI STAR
376,0403410101,MOS2,U002,34.7,20.3,2.2,FK Ser,T TAURI STAR
377,0412600901,MOS1,S001,30.8,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
378,0501580201,MOS1,U002,80.9,10.4,11.2,PDS 456,QSO RADIO QUIET
379,0083280401,MOS1,S001,23.9,347.8,2.2,1700-37,HMXRB SUPERGIANT ECLIPSING
380,0083280401,MOS2,S002,19.1,347.8,2.2,1700-37,HMXRB SUPERGIANT ECLIPSING
381,0723570201,MOS2,S002,18.6,355.0,3.3,SWIFTJ1720.1,HMXRB X-RAY PULSAR
382,0724820201,MOS1,U002,84.4,336.0,-21.3,IRAS 18325-5926,SEYFERT RADIO QUIET TYPE 2
383,0724820201,MOS2,U002,84.4,336.0,-21.3,IRAS 18325-5926,SEYFERT RADIO QUIET TYPE 2
384,0694870201,MOS1,S001,118.2,39.7,-2.2,SS 433,HMXRB BLACK HOLE JETS
385,0694870201,MOS2,S002,119.2,39.7,-2.2,SS 433,HMXRB BLACK HOLE JETS
386,0782170401,MOS1,S001,12.1,358.1,7.5,2FHL J1712.6-2622,SNR
387,0782430101,MOS1,S001,66.0,339.7,-25.1,NGC6753,SPIRAL GALAXY
388,0782430101,PN,S003,30.5,339.7,-25.1,NGC6753,SPIRAL GALAXY
389,0145840101,MOS2,S003,14.5,10.4,0.1,G10_T1,DIFFUSE X-RAY EMISSION
390,0145840101,PN,S001,8.0,10.4,0.1,G10_T1,DIFFUSE X-RAY EMISSION
391,0400230501,PN,U002,30.6,355.4,-8.1,SAX J1808.4-3658,"LMXRB QPO, PULSAR AND BURSTS SOFT TRANSIENT"
392,0203750101,MOS1,S001,43.5,357.2,-4.9,4U 1755-33,LMXRB BLACK HOLE
393,0203750101,MOS2,S002,43.4,357.2,-4.9,4U 1755-33,LMXRB BLACK HOLE
394,0203750101,PN,S003,33.7,357.2,-4.9,4U 1755-33,LMXRB BLACK HOLE
395,0412602201,MOS1,S001,63.9,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
396,0412602201,MOS2,S002,65.2,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
397,0727761301,MOS1,S002,29.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
398,0145970101,MOS1,S001,19.4,6.7,-0.3,W28 east shell,SNR COMPOSITE
399,0145970101,MOS2,S002,19.6,6.7,-0.3,W28 east shell,SNR COMPOSITE
400,0145970101,PN,U002,14.4,6.7,-0.3,W28 east shell,SNR COMPOSITE
401,0770380301,MOS1,S001,28.7,357.3,-6.1,1RXS J180408.9,X-RAY BINARY
402,0770380301,PN,U002,13.1,357.3,-6.1,1RXS J180408.9,X-RAY BINARY
403,0780300101,MOS1,U002,25.2,9.0,6.5,HD160641,STAR O9III
404,0780300101,PN,S003,21.3,9.0,6.5,HD160641,STAR O9III
405,0502370301,MOS1,S002,20.4,7.2,1.5,HD 163296,HERBIG AE/BE STAR
406,0727760201,MOS1,S002,43.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
407,0727760201,MOS2,S003,43.6,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
408,0742980101,MOS1,S001,66.3,16.9,-1.3,LS 5039,X-RAY BINARY
409,0742980101,MOS2,S002,66.6,16.9,-1.3,LS 5039,X-RAY BINARY
410,0800030801,PN,S003,64.0,353.0,16.6,Elias 29,PROTOSTAR OF TYPE I
411,0158160601,MOS1,U002,18.4,341.6,3.2,GRB040223,GAMMA RAY BURSTS
412,0158160601,MOS2,U002,17.0,341.6,3.2,GRB040223,GAMMA RAY BURSTS
413,0158160601,PN,U014,11.3,341.6,3.2,GRB040223,GAMMA RAY BURSTS
414,0204580301,MOS1,S001,28.8,12.2,-5.7,PKS 1830-211,QSO RADIO LOUD/POLARISED
415,0204580301,MOS2,S002,30.1,12.2,-5.7,PKS 1830-211,QSO RADIO LOUD/POLARISED
416,0204580301,PN,S003,20.1,12.2,-5.7,PKS 1830-211,QSO RADIO LOUD/POLARISED
417,0720690101,MOS1,S001,44.3,353.7,17.7,Rho Ophiuchi,STAR B2V
418,0720690101,MOS2,S002,45.1,353.7,17.7,Rho Ophiuchi,STAR B2V
419,0720690101,PN,S003,38.0,353.7,17.7,Rho Ophiuchi,STAR B2V
420,0793183501,MOS1,S001,6.8,16.9,-15.9,Pluto,PLANET PLUTO
421,0301540101,MOS1,S001,18.1,6.1,-1.9,2S 1803-245,LMXRB BURSTER SOFT TRANSIENT
422,0301540101,PN,S003,10.6,6.1,-1.9,2S 1803-245,LMXRB BURSTER SOFT TRANSIENT
423,0152750101,MOS1,S002,38.8,1.6,7.1,Barnard 68,DARK CLOUD
424,0152750101,MOS2,S003,38.9,1.6,7.1,Barnard 68,DARK CLOUD
425,0152750101,PN,S001,30.1,1.6,7.1,Barnard 68,DARK CLOUD
426,0412600701,MOS1,S001,63.2,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
427,0144490101,MOS1,S001,25.2,6.8,-4.8,V4641 Sgr,LMXRB
428,0144490101,MOS2,S002,26.6,6.8,-4.8,V4641 Sgr,LMXRB
429,0201590101,MOS1,S001,30.1,358.6,-17.2,RX J1856.5-3754,ISOLATED NEUTRON STAR
430,0201590101,MOS2,S002,29.8,358.6,-17.2,RX J1856.5-3754,ISOLATED NEUTRON STAR
431,0067340301,MOS1,S001,13.6,0.4,-5.5,Field III,X-RAY BACKGROUND
432,0067340301,MOS2,S002,14.3,0.4,-5.5,Field III,X-RAY BACKGROUND
433,0067340301,PN,U002,5.7,0.4,-5.5,Field III,X-RAY BACKGROUND
434,0412601501,MOS1,S001,83.8,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
435,0412601501,MOS2,S002,90.2,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
436,0145970401,MOS1,S001,19.2,6.7,-0.3,W28 east shell,SNR COMPOSITE
437,0145970401,MOS2,S002,19.9,6.7,-0.3,W28 east shell,SNR COMPOSITE
438,0145970401,PN,S003,13.7,6.7,-0.3,W28 east shell,SNR COMPOSITE
439,0554440101,PN,S002,17.1,352.6,2.9,HD155806,STAR O7III
440,0675150201,MOS1,S001,44.5,340.8,-2.5,XTE J1701-462,LMXRB QPO AND BURSTS SOFT TRANSIENT
441,0675150201,MOS2,S002,46.1,340.8,-2.5,XTE J1701-462,LMXRB QPO AND BURSTS SOFT TRANSIENT
442,0782400101,MOS1,S001,115.1,333.8,-0.1,PSR J1622-4950,ANOMALOUS X-RAY PULSAR
443,0693960101,MOS1,S001,98.1,17.2,2.4,PSR J1813-1246,GAMMA RAY SOURCE PULSAR
444,0406800701,MOS1,U002,45.0,10.7,-0.2,XTE J1810-197,ANOMALOUS X-RAY PULSAR
445,0149610401,MOS1,S001,29.0,10.8,-2.6,Herbig Haro 80,HERBIG-HARO OBJECT
446,0149610401,MOS2,S006,30.0,10.8,-2.6,Herbig Haro 80,HERBIG-HARO OBJECT
447,0149610401,PN,S002,22.8,10.8,-2.6,Herbig Haro 80,HERBIG-HARO OBJECT
448,0761091001,MOS1,S007,16.5,0.5,6.6,theta Oph,STAR B2IV
449,0761091001,PN,S009,13.4,0.5,6.6,theta Oph,STAR B2IV
450,0672400141,PN,S003,3.3,13.7,7.5,Fermi Bubble 2,CLUSTER OF GALAXIES
451,0672401333,PN,S003,3.2,14.6,8.7,Fermi Bubble 1,CLUSTER OF GALAXIES
452,0305540901,MOS1,S001,37.1,353.0,16.6,rho Oph,STAR FORMING REGION
453,0553720101,MOS1,S001,41.1,348.1,15.9,V893 Scorpii,CV DWARF NOVA ECLIPSING
454,0672401341,PN,S003,3.1,14.4,8.5,Fermi Bubble 1,CLUSTER OF GALAXIES
455,0041160101,MOS1,S001,42.4,10.4,11.2,PDS 456,QSO
456,0041160101,MOS2,S002,42.5,10.4,11.2,PDS 456,QSO
457,0727760601,MOS1,S002,32.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
458,0727760601,MOS2,S003,32.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
459,0305820101,MOS1,U003,19.1,358.7,-7.6,XTE J1814-338,LMXRB X-RAY PULSAR SOFT TRANSIENT
460,0305820101,MOS2,U003,18.3,358.7,-7.6,XTE J1814-338,LMXRB X-RAY PULSAR SOFT TRANSIENT
461,0305820101,PN,U002,7.8,358.7,-7.6,XTE J1814-338,LMXRB X-RAY PULSAR SOFT TRANSIENT
462,0412601401,MOS1,S001,26.6,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
463,0412601401,MOS2,S002,27.6,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
464,0400790301,MOS1,S001,25.1,1.5,-11.4,X1832-330,LMXRB BURSTER
465,0302020201,MOS1,S001,66.7,343.3,-13.8,Theta Ara,STAR B2I
466,0302020201,MOS2,S002,67.4,343.3,-13.8,Theta Ara,STAR B2I
467,0302020201,PN,U002,47.9,343.3,-13.8,Theta Ara,STAR B2I
468,0793183801,MOS1,S001,47.2,16.9,-16.1,Pluto,PLANET PLUTO
469,0694710101,MOS1,S001,23.8,6.9,8.2,PSR J1731-1847,RADIO PULSAR
470,0694710101,PN,S003,13.5,6.9,8.2,PSR J1731-1847,RADIO PULSAR
471,0727760101,MOS1,S002,60.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
472,0727760101,MOS2,S003,61.3,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
473,0672401336,PN,S003,2.5,14.5,8.1,Fermi Bubble 1,CLUSTER OF GALAXIES
474,0412601101,MOS1,U002,61.2,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
475,0008820401,PN,U002,28.1,18.4,1.6,GRB 020321,STAR O6III
476,0652610201,PN,S003,61.1,333.2,11.9,Gamma Lup,STAR B2IV
477,0727760501,MOS1,U003,56.9,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
478,0727760501,MOS2,U003,59.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
479,0301881001,PN,U002,10.0,6.1,1.2,G6.1+1.2,SNR
480,0693190401,MOS1,S001,80.6,354.2,-32.6,IC 4956,ELLIPTICAL GALAXY
481,0693190401,PN,S003,63.4,354.2,-32.6,IC 4956,ELLIPTICAL GALAXY
482,0412602301,MOS1,S001,64.4,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
483,0412602301,MOS2,S002,66.3,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
484,0720280201,PN,S003,11.7,4.9,2.2,IGR J17488-2338,SEYFERT RADIO QUIET TYPE 1.5
485,0413780301,MOS1,S001,16.0,1.2,10.4,Jupiter,PLANET JUPITER
486,0413780301,PN,S003,10.6,1.2,10.4,Jupiter,PLANET JUPITER
487,0690200101,MOS1,S001,20.8,351.7,-2.2,HD158926,STAR B2IV
488,0690200101,PN,S003,17.1,351.7,-2.2,HD158926,STAR B2IV
489,0109060101,MOS1,S002,46.5,353.0,17.2,rho Oph cloud,DARK STAR FORMING REGION
490,0109060101,MOS2,S003,46.5,353.0,17.2,rho Oph cloud,DARK STAR FORMING REGION
491,0109060101,PN,S004,39.7,353.0,17.2,rho Oph cloud,DARK STAR FORMING REGION
492,0761870201,MOS2,U003,120.3,32.6,-13.1,IGR J19378-0617,NL SEYFERT 1 RADIO QUIET TYPE 1.5
493,0800031001,MOS1,U002,70.9,353.0,16.6,Elias 29,PROTOSTAR OF TYPE I
494,0780070201,MOS1,S001,8.7,358.5,-4.9,WR103,WOLF RAYET STAR WC9-11
495,0780070201,PN,S003,5.4,358.5,-4.9,WR103,WOLF RAYET STAR WC9-11
496,0300690101,PN,S003,32.5,355.9,-4.5,NGC 6475,OPEN STAR CLUSTER
497,0413780201,PN,S003,21.2,0.9,10.8,Jupiter,PLANET JUPITER
498,0672400140,PN,S003,3.1,13.8,7.7,Fermi Bubble 2,CLUSTER OF GALAXIES
499,0655490101,PN,S001,4.4,5.7,6.4,IGR J17348-2045,UNIDENTIFIED
500,0305541101,MOS1,S001,33.8,353.0,16.6,rho Oph,STAR FORMING REGION
501,0403110601,PN,S003,14.9,5.3,-3.0,NGC 6553,LMXRB GLOBULAR CLUSTER BURSTER SOFT TRANSIENT
502,0724220101,MOS1,S001,19.7,350.0,-1.8,SNR G350.0-2.0,SNR SHELL TYPE II
503,0724220101,MOS2,S002,21.4,350.0,-1.8,SNR G350.0-2.0,SNR SHELL TYPE II
504,0724220101,PN,S003,15.8,350.0,-1.8,SNR G350.0-2.0,SNR SHELL TYPE II
505,0722520101,MOS2,S002,33.3,15.4,-1.0,Swift J1822.3-1606,ANOMALOUS X-RAY PULSAR
506,0722520101,PN,S003,17.8,15.4,-1.0,Swift J1822.3-1606,ANOMALOUS X-RAY PULSAR
507,0150220101,MOS1,S001,28.8,352.7,-0.1,G352.7-0.1,SNR
508,0406600301,MOS1,S001,28.0,10.0,-0.2,SGR 1806-20,GAMMA RAY BURSTS SOFT REPEATER
509,0727761101,MOS1,S002,48.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
510,0412600401,MOS1,U002,31.6,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
511,0307170201,MOS1,S002,49.7,337.4,-0.3,J1638-4725,RADIO PULSAR
512,0307170201,PN,S001,35.1,337.4,-0.3,J1638-4725,RADIO PULSAR
513,0510990101,PN,S003,22.0,340.8,-2.5,XTE J1701-462,X-RAY BINARY
514,0404790101,PN,U002,10.5,352.6,20.2,PSR J1614-2230,RADIO PULSAR
515,0024940201,MOS1,S001,24.2,10.8,0.4,WR110,WOLF RAYET STAR WN5
516,0024940201,MOS2,S005,24.0,10.8,0.4,WR110,WOLF RAYET STAR WN5
517,0024940201,PN,S002,19.4,10.8,0.4,WR110,WOLF RAYET STAR WN5
518,0650140101,PN,S009,6.6,3.1,6.0,PSR J1730-2304,RADIO PULSAR
519,0672320201,MOS1,U002,7.6,10.4,0.1,HD 165783,STAR B3V
520,0672320201,PN,U002,4.8,10.4,0.1,HD 165783,STAR B3V
521,0743750201,MOS1,U002,74.8,332.4,-0.4,1E 161348-5055,ISOLATED NEUTRON STAR
522,0654110101,MOS1,S001,50.4,333.8,-0.1,PSR J1622-4950,ANOMALOUS X-RAY PULSAR
523,0654110101,PN,S003,35.3,333.8,-0.1,PSR J1622-4950,ANOMALOUS X-RAY PULSAR
524,0672400137,PN,S003,3.2,13.3,7.5,Fermi Bubble 2,CLUSTER OF GALAXIES
525,0112220201,MOS1,U002,16.4,9.9,-7.6,NGC 6656,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
526,0112220201,MOS2,U002,17.1,9.9,-7.6,NGC 6656,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
527,0112220201,PN,U002,10.3,9.9,-7.6,NGC 6656,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
528,0675040101,MOS1,S002,34.9,353.4,-3.4,XTE J1743-363,HMXRB SUPERGIANT X-RAY PULSAR FLARES
529,0675040101,MOS2,S003,37.3,353.4,-3.4,XTE J1743-363,HMXRB SUPERGIANT X-RAY PULSAR FLARES
530,0675040101,PN,S001,26.6,353.4,-3.4,XTE J1743-363,HMXRB SUPERGIANT X-RAY PULSAR FLARES
531,0064940101,MOS1,S001,29.0,355.4,-8.1,SAX J1808.4-3658,LMXRB PULSAR AND BURSTS
532,0064940101,MOS2,S002,29.9,355.4,-8.1,SAX J1808.4-3658,LMXRB PULSAR AND BURSTS
533,0650300201,MOS1,S001,26.6,357.7,21.9,U Sco,CV RECURRENT NOVA ECLIPSING
534,0764620101,MOS1,S002,114.3,29.4,-16.0,NGC 6814,SEYFERT RADIO QUIET TYPE 1.5
535,0106260101,MOS1,S002,45.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
536,0106260101,MOS2,S003,45.6,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
537,0206610101,MOS1,S001,45.4,357.1,7.0,BARNARD 59,DARK CLOUD
538,0206610101,MOS2,S002,45.3,357.1,7.0,BARNARD 59,DARK CLOUD
539,0206610101,PN,S003,35.4,357.1,7.0,BARNARD 59,DARK CLOUD
540,0672401332,PN,S003,3.2,14.4,8.5,Fermi Bubble 1,CLUSTER OF GALAXIES
541,0032940101,MOS1,S002,17.1,357.2,-4.9,4U1755-33,LMXRB BLACK HOLE JETS
542,0032940101,MOS2,S003,17.2,357.2,-4.9,4U1755-33,LMXRB BLACK HOLE JETS
543,0032940101,PN,U002,12.9,357.2,-4.9,4U1755-33,LMXRB BLACK HOLE JETS
544,0692210101,MOS1,S001,7.8,4.2,-3.4,PSR J1808-2701,RADIO PULSAR
545,0692210101,PN,S003,3.2,4.2,-3.4,PSR J1808-2701,RADIO PULSAR
546,0405640201,MOS1,S001,19.6,351.5,-0.4,IGR J17252-3616,HMXRB SUPERGIANT X-RAY PULSAR ECLIPSING
547,0727760401,MOS1,S002,47.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
548,0727760401,MOS2,S003,51.0,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
549,0763700301,MOS1,S001,51.2,350.7,-6.7,HD 162020,STAR K2V
550,0763700301,PN,S003,39.0,350.7,-6.7,HD 162020,STAR K2V
551,0742270201,MOS1,S001,82.8,335.6,-0.4,IGR J16318-4848,HMXRB SUPERGIANT
552,0412600601,MOS1,U002,54.9,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
553,0672400138,PN,S003,3.3,13.5,7.7,Fermi Bubble 2,CLUSTER OF GALAXIES
554,0700381401,MOS1,S002,23.2,357.5,7.9,XTE J1709-267,LMXRB
555,0700381401,MOS2,S003,18.8,357.5,7.9,XTE J1709-267,LMXRB
556,0672401334,PN,S003,3.1,14.8,8.5,Fermi Bubble 1,CLUSTER OF GALAXIES
557,0800030901,PN,S003,54.0,353.0,16.6,Elias 29,PROTOSTAR OF TYPE I
558,0727761201,MOS1,S016,31.0,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
559,0727761201,MOS2,S017,34.0,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
560,0723270101,MOS2,S002,71.6,23.2,-0.3,Swift J1834.9-0846,GAMMA RAY BURSTS SOFT REPEATER
561,0723270101,PN,S003,39.1,23.2,-0.3,Swift J1834.9-0846,GAMMA RAY BURSTS SOFT REPEATER
562,0601950101,MOS1,S001,42.8,11.3,-10.3,Ross 154,STAR M3V
563,0780690301,MOS1,S001,67.9,10.4,11.2,PDS 456,QSO RADIO QUIET TYPE 1
564,0412601301,MOS1,S001,38.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
565,0672400134,PN,S003,2.2,14.0,7.6,Fermi Bubble 2,CLUSTER OF GALAXIES
566,0165972101,MOS1,S001,64.8,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
567,0502970101,PN,S003,40.3,1.7,-10.3,M 69,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
568,0672401331,MOS1,S001,5.8,14.3,8.3,Fermi Bubble 1,CLUSTER OF GALAXIES
569,0400790101,MOS1,S001,25.7,1.5,-11.4,X1832-330,LMXRB BURSTER
570,0412600801,MOS1,S001,5.9,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
571,0412600801,MOS1,U002,47.0,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
572,0503500201,MOS1,S001,32.4,351.0,-4.7,Kappa Sco,STAR B1III
573,0503500201,PN,S003,20.5,351.0,-4.7,Kappa Sco,STAR B1III
574,0760900101,MOS1,S001,127.1,353.7,17.7,Rho Ophiuchi,STAR B2IV
575,0760900101,PN,S003,102.3,353.7,17.7,Rho Ophiuchi,STAR B2IV
576,0606200101,MOS1,S002,18.6,353.1,-1.7,1RXHJ173523.7-354013,LMXRB BURSTER
577,0672401337,PN,S003,3.1,14.1,8.4,Fermi Bubble 1,CLUSTER OF GALAXIES
578,0672401342,PN,S003,6.0,14.3,8.3,Fermi Bubble 1,CLUSTER OF GALAXIES
579,0672400136,PN,S003,2.1,13.7,7.2,Fermi Bubble 2,CLUSTER OF GALAXIES
580,0506050201,MOS1,S001,7.6,2.4,4.8,Nova Oph 2006,CV CLASSICAL NOVA
581,0506050201,MOS2,S002,7.9,2.4,4.8,Nova Oph 2006,CV CLASSICAL NOVA
582,0145840201,MOS1,S002,13.3,9.5,-1.0,G10_T2,DIFFUSE X-RAY EMISSION
583,0145840201,MOS2,S003,13.9,9.5,-1.0,G10_T2,DIFFUSE X-RAY EMISSION
584,0145840201,PN,S001,7.5,9.5,-1.0,G10_T2,DIFFUSE X-RAY EMISSION
585,0301270301,MOS2,U002,19.5,10.7,-0.2,CXOU J180951.0-19435,ANOMALOUS X-RAY PULSAR
586,0780690201,MOS1,S001,8.2,10.4,11.2,PDS 456,QSO RADIO QUIET TYPE 1
587,0780690201,MOS1,U002,26.6,10.4,11.2,PDS 456,QSO RADIO QUIET TYPE 1
588,0720731201,MOS1,S001,21.3,21.4,1.3,PSR B1822-09,RADIO PULSAR
589,0720731201,MOS2,S002,21.7,21.4,1.3,PSR B1822-09,RADIO PULSAR
590,0203040401,MOS2,S002,12.3,0.0,-12.0,BULGE -12,DIFFUSE X-RAY EMISSION
591,0203040401,PN,S003,5.0,0.0,-12.0,BULGE -12,DIFFUSE X-RAY EMISSION
592,0109490301,MOS1,S001,29.4,343.5,1.2,HD 152248,STAR O7I
593,0109490301,MOS2,S002,30.9,343.5,1.2,HD 152248,STAR O7I
594,0109490301,PN,S003,22.9,343.5,1.2,HD 152248,STAR O7I
595,0653050401,MOS1,S007,76.7,341.4,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 0
596,0653050401,PN,S009,52.5,341.4,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 0
597,0164570401,MOS2,S003,34.0,346.4,34.1,GRB040827,GAMMA RAY BURSTS
598,0164570401,PN,S002,24.6,346.4,34.1,GRB040827,GAMMA RAY BURSTS
599,0401730101,MOS1,S001,28.4,23.0,28.9,Hercules A,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
600,0401730101,PN,S004,16.6,23.0,28.9,Hercules A,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
601,0415180101,MOS1,S002,19.6,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
602,0791580601,MOS1,S002,13.5,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
603,0791580601,MOS2,S003,13.3,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
604,0202950201,MOS1,S001,9.6,16.9,-1.3,LS 5039,HMXRB JETS
605,0202950201,MOS2,S002,9.7,16.9,-1.3,LS 5039,HMXRB JETS
606,0690200301,MOS1,S001,29.8,353.2,23.6,HD144217,STAR B1V
607,0690200301,PN,S003,24.8,353.2,23.6,HD144217,STAR B1V
608,0693180101,MOS1,S001,37.8,12.6,-20.1,MACSJ1931.8-2635,CLUSTER OF GALAXIES (NON-ABELL)
609,0693180101,MOS2,S002,37.9,12.6,-20.1,MACSJ1931.8-2635,CLUSTER OF GALAXIES (NON-ABELL)
610,0693180101,PN,S003,32.6,12.6,-20.1,MACSJ1931.8-2635,CLUSTER OF GALAXIES (NON-ABELL)
611,0602350101,MOS1,S001,39.3,29.6,0.1,AX J1845-0258,ANOMALOUS X-RAY PULSAR
612,0602350101,PN,S003,30.5,29.6,0.1,AX J1845-0258,ANOMALOUS X-RAY PULSAR
613,0743200101,MOS1,S001,14.1,343.3,-0.7,G343.3-0.6,PLANETARY NEBULA
614,0743200101,MOS2,S002,13.8,343.3,-0.7,G343.3-0.6,PLANETARY NEBULA
615,0743200101,PN,S003,10.8,343.3,-0.7,G343.3-0.6,PLANETARY NEBULA
616,0165971901,MOS1,S001,14.1,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
617,0165971901,MOS2,S002,15.3,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
618,0720780201,MOS2,S002,17.6,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
619,0104460401,PN,S001,1.8,20.4,0.0,RIDGE_4,X-RAY BACKGROUND
620,0303900401,MOS2,S004,9.4,338.6,11.9,RU Lup,T TAURI STAR
621,0303900401,PN,S003,6.2,338.6,11.9,RU Lup,T TAURI STAR
622,0406620201,MOS1,U002,42.4,25.1,-9.6,J1911-1114,RADIO PULSAR
623,0740640101,MOS1,U002,36.7,327.2,0.5,Kes 27,SNR COMPOSITE TYPE II
624,0740640101,MOS2,S002,11.1,327.2,0.5,Kes 27,SNR COMPOSITE TYPE II
625,0740640101,MOS2,U002,39.9,327.2,0.5,Kes 27,SNR COMPOSITE TYPE II
626,0112480301,MOS1,S002,12.7,355.0,14.2,oph_pos3,MOLECULAR CLOUD
627,0112480301,PN,S001,5.7,355.0,14.2,oph_pos3,MOLECULAR CLOUD
628,0410180401,MOS2,S003,36.5,19.8,10.4,RS Oph,CV RECURRENT NOVA
629,0673541201,MOS1,S001,12.1,354.2,16.3,IRS 63,PROTOSTAR OF TYPE I
630,0673541201,MOS2,S002,12.9,354.2,16.3,IRS 63,PROTOSTAR OF TYPE I
631,0673541201,PN,S003,8.3,354.2,16.3,IRS 63,PROTOSTAR OF TYPE I
632,0651870201,PN,S002,20.5,347.4,4.2,AK Sco,T TAURI STAR
633,0744050101,MOS1,S002,103.4,321.5,15.0,2XMMJ143242.1-440939,ULTRA-LUMINOUS X-RAY SOURCE (ULX)
